#_prom,Player,Team_prom,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,Team,#,Team_misc,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,285.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,182.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,182.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,182.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
268,ISSA THIAM,UDEA,11,16.5,4.5,1.5,4.8,0.302,0.9,3.1,0.294,0.7,1.1,0.667,0.8,1.6,2.5,0.5,0.3,0.2,0.3,1.9,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,182.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
269,GERBERT MARTI,HOMS,28,17.8,4.5,1.7,5.4,0.313,1.0,3.6,0.267,0.2,0.3,0.75,0.6,2.9,3.5,0.8,0.4,0.9,1.0,2.7,319,HOMS,0.414,0.403,133.1,0.037000000000000005,0.17600000000000002,0.109,0.075,0.154,0.013000000000000001,0.054000000000000006,0.16399999999999998,-2.7,0.8,83.4,104.0,-20.7,81.3,7.6,499.0,PF,HOMS,140,HOMS,0,0,0,0,0,0,0,14,0,0.093,0.8,0.4,0.1,12,16,0.429,-0.7,0.6,-0.1,MATARÓ
270,FRANCISCO AMIEL,ALB,15,15.1,4.5,1.6,4.0,0.4,0.9,2.2,0.424,0.4,0.5,0.857,0.0,1.5,1.5,1.6,0.6,0.0,1.3,2.4,286,ALB,0.539,0.517,168.1,0.0,0.106,0.057999999999999996,0.20600000000000002,0.231,0.022000000000000002,0.0,0.183,-1.3,1.1,93.1,96.4,-3.3,33.6,9.6,226.0,PG,ALB,94,ALB,0,0,0,0,0,0,0,16,0,0.128,1.3,0.5,0.1,9,6,0.6,-0.1,0.5,0.5,ALBACETE
271,JOSE TORRES MARTINEZ,NRFL,26,15.7,4.5,1.8,3.6,0.505,0.7,1.2,0.563,0.2,0.3,0.714,0.5,0.6,1.1,1.3,0.3,0.0,1.4,1.3,295,NRFL,0.609,0.602,178.2,0.03,0.043,0.037000000000000005,0.151,0.278,0.012,0.3,0.14800000000000002,-3.4,1.3,98.8,104.4,-5.7,59.1,9.3,407.0,SG,NRFL,199,NRFL,0,0,0,0,0,0,0,18,0,0.115,0.9,0.2,0.1,14,12,0.538,0.2,0.4,0.6,
272,SERIGNE FALLOU NIANG BEYE,PBM,28,21.4,4.4,1.5,5.1,0.296,0.8,3.5,0.237,0.6,1.1,0.567,1.3,3.6,4.9,0.9,0.5,0.3,1.3,1.6,320,PBM,0.399,0.377,110.0,0.069,0.20199999999999999,0.135,0.07,0.188,0.013000000000000001,0.015,0.152,-3.4,0.9,87.7,92.3,-4.7,104.0,7.4,599.0,FC,PBM,210,PBM,0,0,0,0,0,0,0,9,0,0.088,0.7,0.4,0.2,24,4,0.857,-0.5,1.7,1.2,PALMA BASQUET MALLORCA
273,ROBINSON IDEHEN,GOD,12,13.6,4.4,2.1,4.3,0.481,0.0,0.6,0.0,0.3,0.5,0.5,1.3,1.8,3.1,0.8,0.3,0.8,1.0,2.5,196,GOD,0.485,0.481,98.1,0.113,0.14400000000000002,0.129,0.114,0.18,0.013000000000000001,0.066,0.19,-3.3,1.0,97.1,102.7,-5.6,39.5,13.2,163.0,FC,GOD,119,GOD,0,0,0,0,0,0,0,12,0,0.105,0.8,0.3,0.1,6,6,0.5,0.0,0.2,0.3,GODELLA
274,MIKI SERVERA,PBM,27,13.9,4.4,1.5,5.0,0.296,0.7,2.9,0.256,0.7,1.0,0.704,0.4,1.4,1.8,1.4,0.4,0.0,0.9,1.1,297,PBM,0.405,0.37,125.6,0.035,0.11800000000000001,0.076,0.17,0.135,0.019,0.0,0.217,0.5,0.9,95.2,95.7,-0.4,57.4,9.2,374.0,SG,PBM,233,PBM,0,0,0,0,0,0,0,15,0,0.103,1.6,0.5,0.2,23,4,0.852,0.0,0.9,0.9,PALMA BASQUET MALLORCA
275,DIEGO CASTILLO,CDL,27,15.0,4.4,1.5,4.3,0.357,0.9,2.7,0.347,0.4,0.7,0.611,0.2,0.9,1.1,0.9,0.5,0.1,0.4,1.4,285,CDL,0.48,0.465,131.5,0.017,0.068,0.043,0.1,0.08199999999999999,0.018000000000000002,0.5,0.152,1.2,1.0,104.5,104.3,0.1,59.3,9.7,404.0,G,CDL,258,CDL,0,0,0,0,0,0,0,12,0,0.086,2.2,1.3,0.2,16,11,0.593,0.4,0.4,0.9,CULTURAL Y DEPORTIVA LEONESA
276,ADRIAN LATORRE,CAJA,28,14.5,4.4,1.7,4.1,0.409,0.0,0.2,0.0,1.0,1.6,0.609,1.5,2.7,4.3,0.3,0.3,0.4,1.0,1.8,248,CAJA,0.451,0.409,101.7,0.125,0.20600000000000002,0.16699999999999998,0.040999999999999995,0.177,0.011000000000000001,0.032,0.19,-5.6,1.1,89.9,98.1,-8.2,93.5,11.2,405.0,PF,CAJA,178,CAJA,0,0,0,0,0,0,0,13,0,0.075,0.3,0.3,0.4,15,13,0.536,-0.3,0.8,0.5,CAJA 87
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,206.0,F,BEN,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,206.0,F,BEN,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,206.0,F,CBS,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,206.0,F,CBS,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,94.0,F,BEN,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,94.0,F,BEN,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,94.0,F,CBS,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,102,BEN,0.613,0.579,137.9,0.10099999999999999,0.248,0.183,0.018000000000000002,0.045,0.018000000000000002,0.021,0.11699999999999999,-0.4,1.4,130.2,103.5,26.7,30.4,16.3,94.0,F,CBS,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,206.0,F,BEN,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,206.0,F,BEN,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,206.0,F,CBS,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,206.0,F,CBS,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,94.0,F,BEN,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,94.0,F,BEN,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,BENICARLO
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,94.0,F,CBS,158,CBS,0,0,0,0,0,0,0,8,0,0.057,0.1,0.4,0.4,5,12,0.294,0.2,-0.2,0.1,Oca Global - Cbsaloua
277,FERNANDO REVILLA,BEN,6,15.7,4.3,1.8,3.2,0.579,0.0,0.0,0.0,0.7,0.8,0.8,1.2,3.7,4.8,0.2,0.5,0.3,0.2,2.7,202,CBS,0.574,0.535,121.9,0.146,0.18,0.162,0.018000000000000002,0.214,0.016,0.0,0.146,-6.1,1.4,105.3,116.9,-11.5,50.9,13.0,94.0,F,CBS,226,BEN,0,0,0,0,0,0,0,7,0,0.068,1.0,3.0,0.3,3,3,0.5,0.3,0.1,0.4,Oca Global - Cbsaloua
278,ANTONIO FERRAGUT,LSA,29,15.7,4.3,1.4,4.3,0.333,0.8,2.6,0.311,0.6,0.7,0.9,0.5,1.3,1.8,0.4,0.3,0.0,0.2,2.7,324,LSA,0.464,0.425,154.4,0.033,0.094,0.062,0.042,0.049,0.011000000000000001,0.0,0.139,0.1,1.0,104.2,107.0,-2.8,38.8,7.2,455.0,F,LSA,267,LSA,0,0,0,0,0,0,0,11,0,0.068,1.6,1.3,0.2,16,13,0.552,0.4,0.3,0.7,LA SALUD ARCHENA
279,XABIER LOPEZ,BEN,24,11.1,4.3,1.7,3.4,0.488,0.3,0.9,0.273,0.7,1.2,0.607,0.9,1.7,2.5,0.7,0.4,0.1,0.7,1.3,115,BEN,0.546,0.524,136.8,0.094,0.166,0.131,0.107,0.145,0.02,0.8,0.195,-2.0,1.3,107.0,104.6,2.4,78.0,15.7,267.0,F,BEN,201,BEN,0,0,0,0,0,0,0,14,0,0.081,1.0,0.6,0.3,11,13,0.458,0.5,0.3,0.7,BENICARLO
280,NIKO GOSNELL,SGBB,26,16.5,4.3,1.6,2.9,0.553,0.0,0.2,0.0,1.0,2.0,0.509,1.6,2.2,3.8,0.7,0.2,0.5,1.2,2.3,247,SGBB,0.559,0.553,106.2,0.106,0.146,0.126,0.073,0.23800000000000002,0.6,0.033,0.14,-4.6,1.5,99.4,104.5,-5.0,93.1,11.2,429.0,F,SGBB,249,SGBB,0,0,0,0,0,0,0,11,0,0.087,0.5,0.2,0.7,10,16,0.385,0.2,0.5,0.7,SOL GIRONES BASQUET
281,K.J. MAURA,CAJA,13,13.9,4.2,1.5,3.5,0.444,0.6,1.5,0.4,0.5,0.8,0.7,0.5,0.8,1.4,1.7,0.6,0.0,1.0,1.9,218,CAJA,0.557,0.533,154.4,0.048,0.068,0.057999999999999996,0.21899999999999997,0.20800000000000002,0.024,0.0,0.163,0.9,1.2,105.6,102.0,3.5,37.3,12.3,181.0,PG,CAJA,92,CAJA,0,0,0,0,0,0,0,14,0,0.12,1.7,0.6,0.2,9,4,0.692,0.3,0.2,0.5,CAJA 87
282,KINGSLEY OBORALTH,CDP,13,17.0,4.2,1.9,4.1,0.472,0.0,0.0,0.0,0.4,1.2,0.333,1.7,2.5,4.2,0.2,0.2,0.7,0.9,2.7,299,CDP,0.461,0.472,80.5,0.11199999999999999,0.168,0.139,0.025,0.168,0.5,0.047,0.151,-4.5,1.0,91.9,98.8,-6.9,40.1,9.2,221.0,F,CDP,142,CDP,0,0,0,0,0,0,0,14,0,0.082,0.3,0.2,0.3,9,4,0.692,-0.1,0.4,0.3,PONFERRADA
283,RAFA SANTOS,CAJA,28,18.6,4.2,1.4,4.0,0.36,0.5,1.7,0.319,0.8,1.0,0.815,0.4,1.6,1.9,2.6,1.4,0.0,1.6,1.4,266,CAJA,0.476,0.428,149.4,0.023,0.09300000000000001,0.059000000000000004,0.244,0.272,0.039,0.0,0.152,0.6,1.1,90.5,98.3,-7.8,112.6,10.6,522.0,G,CAJA,157,CAJA,0,0,0,0,0,0,0,12,0,0.152,1.6,0.8,0.2,15,13,0.536,-0.3,1.0,0.7,CAJA 87
284,RASMUS BLAK MOLLER,CDP,28,15.7,4.1,1.1,3.4,0.337,0.6,2.1,0.271,1.2,1.6,0.773,0.8,1.6,2.4,0.5,0.2,0.0,0.7,2.3,322,CDP,0.498,0.421,138.1,0.057999999999999996,0.115,0.087,0.057999999999999996,0.142,0.6,0.0,0.141,-2.2,1.2,100.8,103.9,-3.1,49.3,7.4,439.9,F,CDP,286,CDP,0,0,0,0,0,0,0,11,0,0.066,0.7,0.3,0.5,16,12,0.571,0.3,0.5,0.8,PONFERRADA
285,ALESSANDRO CRESPO,PCBS,18,14.7,4.1,1.8,3.3,0.559,0.0,0.1,0.0,0.4,0.7,0.583,0.8,2.2,3.0,0.6,0.5,0.2,0.4,1.7,185,PCBS,0.568,0.559,114.3,0.063,0.163,0.113,0.068,0.098,0.018000000000000002,0.011000000000000001,0.12300000000000001,-0.1,1.2,115.9,109.7,6.2,68.0,13.7,265.0,F,PCBS,53,PCBS,1,0,0,0,0,0,0,12,0,0.086,1.4,1.3,0.2,5,13,0.278,0.5,0.1,0.6,Santfeliuenc
286,IKER SALAZAR,ZOR,25,20.9,4.0,1.5,3.0,0.493,0.2,0.4,0.364,0.9,1.5,0.605,1.2,5.0,6.3,1.3,0.7,0.2,1.4,2.3,242,ZOR,0.551,0.52,146.2,0.07200000000000001,0.271,0.175,0.109,0.282,0.019,0.8,0.11900000000000001,-2.8,1.3,98.1,101.2,-3.1,146.0,11.5,523.0,SF,ZOR,25,ZOR,2,0,0,0,0,0,0,14,0,0.107,0.9,0.5,0.5,10,15,0.4,0.2,0.8,1.0,ZORNOTZA
287,GUILLERMO BASTANTE,PBM,14,13.6,4.0,1.5,4.2,0.356,0.8,3.1,0.256,0.2,0.3,0.75,0.6,1.4,2.0,0.6,0.5,0.1,0.4,1.2,233,PBM,0.461,0.449,136.2,0.05,0.127,0.08800000000000001,0.085,0.09,0.021,0.013999999999999999,0.168,0.0,0.9,107.7,93.3,14.4,36.8,11.7,191.0,PF,PBM,235,PBM,0,0,0,0,0,0,0,14,0,0.08,1.5,1.2,0.1,12,2,0.857,0.3,0.5,0.8,PALMA BASQUET MALLORCA
288,POL BARBECHO,HOMS,27,12.4,4.0,1.7,3.1,0.536,0.0,0.0,0.0,0.6,1.1,0.548,1.0,1.7,2.6,0.3,0.3,0.3,0.9,2.0,239,HOMS,0.548,0.536,108.4,0.09,0.146,0.11900000000000001,0.046,0.191,0.013000000000000001,0.024,0.162,-5.1,1.3,99.0,106.9,-8.0,66.6,11.5,336.0,C,HOMS,143,HOMS,0,0,0,0,0,0,0,12,0,0.075,0.3,0.3,0.4,11,16,0.407,0.2,0.2,0.4,MATARÓ
289,XIMO RODENAS SANCHEZ,NRFL,21,13.2,4.0,1.3,4.0,0.318,1.0,3.0,0.355,0.3,0.4,0.875,0.3,1.4,1.7,1.1,0.3,0.0,0.7,1.1,293,NRFL,0.469,0.447,154.7,0.022000000000000002,0.11199999999999999,0.066,0.142,0.145,0.013999999999999999,0.4,0.16699999999999998,0.4,1.0,100.1,99.0,1.1,49.0,9.4,277.0,PG,NRFL,175,NRFL,0,0,0,0,0,0,0,15,0,0.086,1.6,0.5,0.1,14,7,0.667,0.2,0.5,0.7,
290,ALVARO HERRERA DOMINGUEZ,CAJA,28,17.7,3.9,1.3,4.4,0.293,0.3,1.5,0.163,1.1,1.8,0.633,0.4,2.1,2.5,2.0,1.1,0.0,1.0,2.3,311,CAJA,0.38,0.321,108.8,0.026000000000000002,0.131,0.08,0.18899999999999997,0.16699999999999998,0.033,0.2,0.16399999999999998,1.5,0.9,84.6,97.8,-13.2,80.1,8.3,496.0,G,CAJA,186,CAJA,0,0,0,0,0,0,0,11,0,0.121,1.9,1.0,0.4,15,13,0.536,-0.7,1.0,0.4,CAJA 87
291,SPAS NIKOLOV,SGBB,26,14.3,3.9,1.5,3.2,0.476,0.0,0.4,0.0,0.8,1.5,0.538,1.2,2.5,3.7,0.5,0.4,0.1,0.8,2.2,256,SGBB,0.499,0.476,101.5,0.092,0.187,0.14,0.06,0.172,0.015,0.5,0.15,-3.4,1.2,97.4,102.0,-4.6,77.1,10.8,373.0,PF,SGBB,44,SGBB,1,0,0,0,0,0,0,12,0,0.076,0.6,0.5,0.5,10,16,0.385,0.1,0.5,0.6,SOL GIRONES BASQUET
