#_prom,Player,Team_prom,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,Team,#,Team_misc,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
118,FERRAN LLORENS,PCBS,4,20.8,9.0,3.8,8.0,0.469,1.0,2.8,0.364,0.5,0.5,1.0,0.8,1.5,2.3,0.5,0.3,0.0,0.5,1.0,110,PCBS,0.547,0.531,183.2,0.04,0.079,0.06,0.054000000000000006,0.057,0.7,0.0,0.198,-0.8,1.1,110.7,118.2,-7.5,17.8,16.0,83.0,C,PCBS,349,PCBS,0,0,0,0,0,0,0,13,0,0.17,1.0,0.5,0.1,1,3,0.25,0.2,-0.1,0.1,Santfeliuenc
119,JORGE CAROT HERNANDEZ,GOD,25,22.1,8.9,3.4,6.0,0.556,0.4,1.4,0.306,1.8,2.6,0.688,1.4,2.7,4.2,0.8,0.6,0.2,1.5,3.2,140,GOD,0.622,0.593,154.9,0.075,0.141,0.10800000000000001,0.068,0.175,0.015,0.012,0.18,-4.3,1.5,112.3,102.8,9.5,136.8,15.2,553.0,C,GOD,203,GOD,0,0,0,0,0,0,0,16,0,0.148,0.6,0.4,0.4,14,11,0.56,1.3,0.7,2.0,GODELLA
120,GONZALO FERNANDEZ DIAZ,VIRD,26,21.0,8.9,2.7,6.0,0.452,1.0,2.5,0.406,2.4,3.5,0.7,1.0,2.5,3.5,1.2,0.3,0.2,1.1,2.3,98,VIRD,0.587,0.535,155.8,0.055,0.142,0.098,0.099,0.125,0.9,0.8,0.191,-1.3,1.5,118.5,115.0,3.5,140.8,16.5,546.0,PG,VIRD,303,VIRD,0,0,0,0,0,0,0,20,0,0.139,1.1,0.3,0.6,10,16,0.385,1.8,-0.3,1.5,CIUDAD DE HUELVA
121,JEFFREY GODSPOWER,MEL,31,22.0,8.9,3.4,8.1,0.416,1.8,5.3,0.35,0.3,0.7,0.476,1.0,4.5,5.5,1.2,0.9,0.2,1.3,2.1,126,MEL,0.53,0.53,124.2,0.055,0.24100000000000002,0.151,0.091,0.131,0.021,1.0,0.207,-2.0,1.1,103.0,101.9,1.1,213.4,15.5,681.0,C,MEL,254,MEL,0,0,0,0,0,0,0,19,0,0.148,1.0,0.7,0.1,19,12,0.613,0.8,1.0,1.8,MELILLA
122,JULEN OLAIZOLA,GOD,14,20.1,8.9,3.3,6.5,0.505,0.0,0.2,0.0,2.3,3.4,0.667,1.7,2.9,4.6,1.3,0.4,0.5,2.3,2.6,160,GOD,0.553,0.505,117.2,0.096,0.16699999999999998,0.131,0.115,0.222,0.9,0.025,0.23,-6.9,1.4,98.9,101.7,-2.7,71.3,14.7,281.0,FC,GOD,144,GOD,0,0,0,0,0,0,0,15,0,0.156,0.6,0.2,0.5,9,5,0.643,0.2,0.4,0.6,GODELLA
123,PAPE SALL,BEN,12,24.4,8.8,3.6,6.5,0.551,0.0,0.2,0.0,1.7,2.8,0.606,2.3,5.8,8.2,0.3,0.8,0.8,2.3,2.9,161,BEN,0.573,0.551,115.7,0.107,0.255,0.183,0.019,0.23199999999999998,0.019,0.032,0.18899999999999997,-8.8,1.4,94.9,95.3,-0.3,92.1,14.6,293.0,C,BEN,88,BEN,1,0,0,0,0,0,0,17,0,0.14,0.1,0.4,0.4,5,7,0.417,0.0,0.7,0.7,BENICARLO
124,PEDRO GARCIA,CAC,30,26.2,8.8,3.4,5.9,0.58,0.5,1.2,0.432,1.4,2.0,0.717,1.3,3.9,5.3,0.8,0.4,0.6,1.3,2.6,116,CAC,0.65,0.625,172.9,0.061,0.18100000000000002,0.121,0.064,0.162,0.9,0.024,0.15,-3.0,1.5,117.9,103.5,14.4,213.5,15.6,785.0,F,CAC,69,CAC,1,0,0,0,0,0,0,20,0,0.166,0.6,0.3,0.3,17,13,0.567,2.0,1.0,3.0,CÁCERES
125,IAN PLATTEEUW,PRA,12,20.3,8.8,3.7,6.3,0.579,0.1,0.3,0.333,1.3,1.8,0.727,2.2,3.0,5.2,0.9,0.5,0.5,2.6,2.5,103,PRA,0.613,0.586,164.0,0.115,0.171,0.142,0.09300000000000001,0.266,0.013999999999999999,0.023,0.22399999999999998,-9.7,1.4,97.6,101.9,-4.3,69.8,16.2,244.0,C,PRA,48,PRA,1,0,0,0,0,0,0,19,0,0.172,0.4,0.2,0.3,6,6,0.5,0.1,0.3,0.5,CB PRAT
126,BOBBY HARRIS,ALB,13,24.2,8.7,2.7,6.9,0.389,1.3,4.2,0.315,2.0,2.5,0.813,0.3,3.2,3.5,1.7,1.5,0.2,1.7,3.1,181,ALB,0.543,0.483,151.6,0.015,0.141,0.081,0.145,0.174,0.033,0.7,0.19899999999999998,-2.4,1.3,98.0,96.0,2.1,69.3,13.8,314.0,G,ALB,103,ALB,0,0,0,0,0,0,0,24,0,0.184,1.0,0.9,0.4,5,8,0.385,0.2,0.7,0.9,ALBACETE
127,JON ANDER ARAMBURU,PAE,30,23.3,8.7,3.2,7.3,0.436,0.7,2.9,0.23,1.6,2.7,0.6,1.6,4.9,6.5,2.1,1.1,0.5,1.7,1.9,78,PAE,0.509,0.482,126.6,0.078,0.247,0.161,0.168,0.16699999999999998,0.025,0.025,0.196,-1.2,1.2,104.0,91.5,12.5,255.3,17.4,699.2,PF,PAE,12,PAE,3,0,0,0,0,0,0,19,0,0.196,1.3,0.6,0.4,19,11,0.633,0.9,2.1,3.0,PALMA
128,ISAAC MAYO,IBIZA,17,20.9,8.6,2.8,5.1,0.54,0.5,1.8,0.3,2.6,3.1,0.846,1.3,2.2,3.5,2.6,1.4,0.4,1.5,2.1,10,IBIZA,0.669,0.592,168.6,0.081,0.124,0.10400000000000001,0.20600000000000002,0.185,0.037000000000000005,0.018000000000000002,0.183,1.2,1.7,129.1,95.3,33.7,143.8,23.1,356.0,SG,IBIZA,168,IBIZA,0,0,0,0,0,1,0,16,0,0.182,1.8,1.0,0.6,15,2,0.882,1.8,0.9,2.6,IBIZA
129,NIKOLA DZEPINA,GOD,25,20.7,8.6,3.1,7.5,0.417,1.2,4.1,0.294,1.2,2.0,0.612,1.8,2.7,4.5,0.9,0.5,0.3,1.0,2.4,131,GOD,0.518,0.497,132.3,0.096,0.153,0.124,0.08,0.111,0.013999999999999999,0.017,0.205,-2.0,1.2,108.9,102.9,6.1,141.1,15.4,518.0,F,GOD,31,GOD,2,0,0,0,0,0,0,21,0,0.142,0.9,0.5,0.3,14,11,0.56,1.1,0.7,1.7,GODELLA
130,SEYDINA LIMAMOULAYE FAYE,KRC,25,18.4,8.6,3.3,5.8,0.569,0.0,0.1,0.0,2.1,4.3,0.481,2.1,3.8,5.9,0.4,0.4,0.5,2.0,2.2,75,KRC,0.564,0.569,105.1,0.136,0.24600000000000002,0.191,0.051,0.21,0.011000000000000001,0.03,0.25,-9.6,1.5,97.5,106.4,-8.8,145.5,17.7,461.0,C,KRC,18,KRC,3,0,0,0,0,0,0,19,0,0.142,0.2,0.2,0.8,11,14,0.44,0.2,0.4,0.6,CLAVIJO
131,HECTOR FIGUEROA ALVAREZ,MAG,32,15.9,8.6,2.8,7.7,0.367,1.7,5.4,0.305,1.3,1.6,0.84,0.5,1.3,1.8,1.2,0.4,0.1,1.2,2.1,143,MAG,0.515,0.476,151.2,0.036000000000000004,0.098,0.065,0.145,0.122,0.013000000000000001,0.4,0.273,-2.5,1.1,106.3,105.9,0.4,99.0,15.1,508.0,SG,MAG,340,MAG,0,0,0,0,0,0,0,19,0,0.144,1.0,0.3,0.2,19,13,0.594,1.1,0.4,1.5,HUESCA
132,JAVIER SOLER,GAN,26,20.6,8.6,3.0,7.8,0.391,0.7,2.4,0.306,1.8,2.2,0.807,1.3,2.3,3.6,1.8,1.2,0.4,2.2,3.0,189,GAN,0.491,0.438,150.5,0.077,0.133,0.105,0.171,0.203,0.031,0.022000000000000002,0.252,-5.1,1.1,92.0,99.5,-7.6,119.6,13.6,534.8,F,GAN,312,GAN,0,0,0,0,0,0,0,20,0,0.179,0.8,0.5,0.3,11,15,0.423,-0.3,1.0,0.7,GANDÍA
133,IMRU DUKE,GAN,18,18.8,8.6,3.4,6.8,0.496,0.1,0.4,0.125,1.7,2.8,0.608,1.9,2.4,4.3,0.4,0.5,1.3,1.9,1.6,92,GAN,0.529,0.5,122.9,0.13,0.147,0.139,0.048,0.19399999999999998,0.013999999999999999,0.07,0.252,-8.7,1.3,94.7,100.7,-6.1,100.1,16.7,338.0,FC,GAN,287,GAN,0,0,0,0,0,0,0,17,0,0.137,0.2,0.3,0.4,9,9,0.5,0.0,0.5,0.5,GANDÍA
134,OBI OKAFOR,CDL,30,24.2,8.5,3.2,8.2,0.392,0.7,2.7,0.272,1.4,2.5,0.554,2.1,4.7,6.8,0.8,0.7,0.5,1.3,2.2,179,CDL,0.459,0.437,121.7,0.099,0.213,0.156,0.059000000000000004,0.12300000000000001,0.016,0.023,0.2,-3.1,1.0,97.4,98.0,-0.6,203.3,13.9,727.0,F,CDL,58,CDL,1,0,0,0,0,0,0,17,0,0.145,0.6,0.6,0.3,17,13,0.567,0.2,1.5,1.7,CULTURAL Y DEPORTIVA LEONESA
135,JAVI GARCIA,MEL,30,24.8,8.5,2.9,8.1,0.364,1.7,5.1,0.34,0.9,1.2,0.75,0.3,2.8,3.0,5.7,0.8,0.0,2.3,2.0,178,MEL,0.494,0.471,145.4,0.013000000000000001,0.133,0.075,0.349,0.214,0.017,0.0,0.20800000000000002,5.7,1.1,103.4,108.3,-4.9,223.3,13.9,745.0,SG,MEL,32,MEL,2,0,0,0,0,0,0,24,0,0.276,2.4,0.3,0.1,17,13,0.567,1.0,0.4,1.4,MELILLA
136,WALLY NIANG,ISB,27,18.1,8.5,3.2,7.1,0.451,0.7,2.0,0.34,1.4,2.1,0.661,1.7,3.3,5.1,0.6,0.5,0.3,1.3,2.0,51,ISB,0.526,0.497,145.1,0.11900000000000001,0.21600000000000003,0.16899999999999998,0.064,0.135,0.015,0.019,0.249,-5.0,1.2,105.0,104.2,0.8,152.8,18.7,488.0,C,ISB,17,ISB,3,0,0,0,0,0,0,28,0,0.144,0.4,0.4,0.3,12,15,0.444,0.9,0.5,1.4,IRAURGI
137,BOBAN JACDONMI,HOMS,25,19.1,8.5,3.8,7.1,0.528,0.0,0.0,0.0,1.0,1.6,0.615,2.2,3.0,5.2,0.5,0.4,0.4,2.1,2.4,144,HOMS,0.543,0.528,114.3,0.136,0.174,0.155,0.057,0.21,0.011000000000000001,0.022000000000000002,0.23399999999999999,-8.9,1.2,95.1,106.9,-11.8,125.6,15.0,478.0,C,HOMS,13,HOMS,3,0,0,0,0,0,0,24,0,0.166,0.2,0.2,0.2,9,16,0.36,0.0,0.3,0.3,MATARÓ
138,DAVID EFAMBE,UDEA,22,21.4,8.4,3.3,5.8,0.575,0.0,0.2,0.25,1.7,2.9,0.578,3.0,4.6,7.6,0.6,0.3,0.7,1.8,3.5,68,UDEA,0.593,0.579,140.3,0.157,0.262,0.20800000000000002,0.055,0.201,0.7,0.04,0.191,-6.5,1.4,106.8,102.5,4.4,164.5,17.8,470.0,F,UDEA,10,UDEA,4,0,0,0,0,0,0,20,0,0.149,0.3,0.2,0.5,7,15,0.318,0.8,0.6,1.5,ALGECIRAS
139,GONZALO IGLESIAS,GOD,26,20.7,8.2,2.9,7.5,0.392,1.5,4.8,0.32,0.8,1.2,0.7,0.9,3.0,3.8,1.0,0.7,0.2,1.0,1.3,177,GOD,0.514,0.495,141.2,0.049,0.165,0.106,0.086,0.115,0.017,0.8,0.2,-1.8,1.1,104.7,102.1,2.6,139.5,13.9,537.0,C,GOD,76,GOD,1,0,0,0,0,0,0,20,0,0.139,1.0,0.6,0.2,16,10,0.615,0.7,0.8,1.5,GODELLA
140,ALEX SCARIOLO,PBM,21,17.9,8.2,3.3,7.4,0.442,0.4,1.7,0.222,1.2,1.9,0.667,1.2,1.7,3.0,3.1,1.1,0.0,1.6,1.2,18,PBM,0.497,0.468,133.1,0.084,0.115,0.099,0.336,0.16399999999999998,0.035,0.0,0.262,2.8,1.1,109.2,93.7,15.4,135.4,21.1,376.0,PG,PBM,204,PBM,0,0,0,0,0,0,0,17,0,0.228,1.9,0.7,0.3,19,2,0.905,1.1,1.0,2.1,PALMA BASQUET MALLORCA
141,LARON SMITH,IBIZA,22,20.0,8.2,3.8,6.5,0.58,0.0,0.0,0.0,0.6,1.8,0.359,2.2,3.2,5.4,0.9,0.8,1.1,1.1,2.7,17,IBIZA,0.562,0.58,93.9,0.141,0.196,0.16899999999999998,0.079,0.135,0.023,0.059000000000000004,0.205,-2.9,1.3,112.4,97.5,14.9,166.4,21.1,440.0,F,IBIZA,21,IBIZA,2,0,0,0,0,0,0,16,0,0.155,0.8,0.7,0.3,19,3,0.864,1.2,0.9,2.1,IBIZA
142,FYNN SCHOTT,GCN,22,25.1,8.2,2.9,7.3,0.398,0.2,1.7,0.105,2.2,3.5,0.632,2.5,4.8,7.3,2.7,1.3,1.0,2.4,2.5,108,GCN,0.463,0.41,113.4,0.124,0.21100000000000002,0.17,0.18100000000000002,0.214,0.027999999999999997,0.039,0.203,-2.4,1.1,96.2,94.2,2.0,193.3,16.0,551.4,PF,GCN,20,GCN,3,1,0,0,0,0,1,21,0,0.196,1.1,0.5,0.5,10,12,0.455,0.1,1.4,1.5,DREAMLAND GRAN CANARIA
143,ANGEL COMENDADOR,PBM,25,21.8,8.2,3.2,5.9,0.534,0.4,1.6,0.225,1.5,2.2,0.673,1.4,2.8,4.3,1.4,1.4,0.6,0.9,1.6,15,PBM,0.592,0.564,143.2,0.079,0.157,0.11699999999999999,0.11800000000000001,0.11800000000000001,0.036000000000000004,0.037000000000000005,0.171,0.1,1.4,123.8,88.0,35.8,204.1,21.7,546.0,G,PBM,189,PBM,0,0,0,0,0,0,0,17,0,0.165,1.5,1.5,0.4,21,4,0.84,2.0,1.9,3.9,PALMA BASQUET MALLORCA
144,SERGIO CECILIA,UDEA,26,22.0,8.2,2.8,6.0,0.474,1.2,2.9,0.421,1.2,1.3,0.914,0.9,2.3,3.2,0.9,0.8,0.2,0.7,2.6,114,UDEA,0.618,0.577,181.0,0.047,0.127,0.085,0.076,0.1,0.02,0.8,0.155,-0.6,1.4,123.1,105.0,18.1,145.1,15.7,572.0,F,UDEA,85,UDEA,1,0,0,0,0,0,0,22,0,0.141,1.2,1.1,0.2,10,16,0.385,1.8,0.6,2.3,ALGECIRAS
145,JOSEP CERA,TAR,21,16.8,8.1,2.7,7.3,0.37,1.3,4.2,0.303,1.4,1.8,0.811,0.3,1.3,1.6,1.9,0.5,0.0,1.6,1.1,200,TAR,0.502,0.458,148.4,0.022000000000000002,0.095,0.057,0.204,0.166,0.015,0.0,0.26,-2.2,1.1,98.7,118.2,-19.5,71.9,13.1,353.0,PG,TAR,268,TAR,0,0,0,0,0,0,0,27,0,0.163,1.1,0.3,0.2,2,19,0.095,0.3,-0.4,-0.1,TARRAGONA
146,CARLOS CERVANTES JR.,LSA,29,18.6,8.1,2.2,7.0,0.309,1.0,3.8,0.266,2.8,4.1,0.686,0.4,1.0,1.5,1.8,1.0,0.1,1.9,2.9,264,LSA,0.461,0.38,126.1,0.026000000000000002,0.065,0.044000000000000004,0.18100000000000002,0.174,0.03,0.4,0.257,-3.3,1.2,90.3,103.4,-13.0,63.8,10.6,540.0,,LSA,295,LSA,0,0,0,0,0,0,0,16,0,0.152,1.0,0.6,0.6,15,14,0.517,-0.5,0.7,0.2,LA SALUD ARCHENA
147,ISAAC MUSHILA,CCC,25,18.0,8.1,2.0,5.8,0.349,0.7,2.9,0.247,3.3,4.0,0.838,1.3,2.2,3.6,0.4,0.7,0.0,0.5,2.1,44,CCC,0.535,0.411,143.4,0.087,0.158,0.121,0.044000000000000004,0.064,0.021,0.3,0.218,-1.4,1.4,118.7,104.6,14.1,120.4,19.0,451.0,GF,CCC,228,CCC,0,0,0,0,0,0,0,22,0,0.098,0.8,1.3,0.7,12,13,0.48,1.7,0.5,2.2,CORDOBA
148,ALEIX HARO VAL,BEN,25,22.4,8.0,2.6,7.2,0.356,1.1,3.9,0.278,1.8,2.5,0.714,0.4,1.6,2.0,4.0,0.8,0.0,1.6,2.3,203,BEN,0.481,0.431,134.8,0.019,0.079,0.05,0.297,0.165,0.02,0.0,0.209,4.6,1.1,102.8,109.3,-6.5,131.9,13.0,559.0,SG,BEN,197,BEN,0,0,0,0,0,0,0,20,0,0.226,2.4,0.5,0.4,11,14,0.44,0.7,0.2,0.9,BENICARLO
149,JORGE MARTINEZ,PAE,32,26.0,8.0,2.7,7.5,0.357,1.3,5.0,0.267,1.3,1.7,0.727,1.3,3.0,4.3,4.0,2.9,0.0,1.4,2.3,58,PAE,0.481,0.446,135.1,0.055999999999999994,0.135,0.095,0.263,0.145,0.061,0.0,0.16699999999999998,4.9,1.1,111.0,89.7,21.3,306.6,18.5,831.4,PG,PAE,22,PAE,2,0,0,0,0,7,0,22,0,0.243,2.9,2.1,0.2,20,12,0.625,1.7,2.8,4.5,PALMA
150,FRANK STAINE,CDL,29,19.6,7.9,2.6,6.6,0.395,1.4,4.0,0.365,1.3,1.7,0.792,0.6,1.6,2.2,0.8,0.5,0.1,0.8,1.6,187,CDL,0.545,0.505,155.2,0.033,0.09,0.062,0.076,0.094,0.013999999999999999,0.4,0.188,-1.0,1.2,112.1,104.6,7.5,117.3,13.7,569.0,F,CDL,180,CDL,0,0,0,0,0,0,0,20,0,0.125,1.1,0.7,0.3,16,13,0.552,1.3,0.6,1.9,CULTURAL Y DEPORTIVA LEONESA
151,VICTOR PEREZ TOMAS,NRFL,28,21.1,7.9,2.8,9.4,0.298,1.1,5.0,0.22,1.3,1.4,0.875,0.5,1.5,2.0,2.5,0.8,0.0,1.3,1.6,287,NRFL,0.397,0.357,139.3,0.024,0.078,0.05,0.20800000000000002,0.11699999999999999,0.019,0.0,0.242,1.5,0.8,91.5,101.3,-9.8,87.0,9.6,592.0,PG,NRFL,187,NRFL,0,0,0,0,0,0,0,14,0,0.19,1.9,0.6,0.2,16,12,0.571,-0.4,0.9,0.5,
152,MANUEL VAZQUEZ,VIRD,12,23.6,7.9,2.3,6.5,0.346,0.8,3.1,0.27,2.6,3.3,0.775,2.1,4.6,6.7,0.8,1.1,0.1,1.5,2.1,155,VIRD,0.497,0.41,139.1,0.107,0.251,0.177,0.051,0.158,0.025,0.4,0.18600000000000003,-4.2,1.2,105.5,108.0,-2.5,80.3,14.9,283.0,SF,VIRD,245,VIRD,0,0,0,0,0,0,0,17,0,0.104,0.5,0.7,0.5,5,7,0.417,0.4,0.1,0.6,CIUDAD DE HUELVA
153,OLIVER BIESHAAR,CBS,28,23.1,7.9,2.7,7.0,0.388,1.1,3.0,0.361,1.4,1.9,0.736,1.5,2.1,3.6,0.4,0.5,0.4,1.6,2.9,284,CBS,0.504,0.464,148.5,0.073,0.114,0.09300000000000001,0.033,0.17,0.012,0.017,0.18600000000000003,-5.6,1.1,95.9,111.4,-15.4,92.1,9.7,646.2,PF,CBS,311,CBS,0,0,0,0,0,0,0,16,0,0.116,0.3,0.3,0.3,12,16,0.429,0.1,0.0,0.1,Oca Global - Cbsaloua
154,HANNIBAL SOLOMON,NRFL,25,19.9,7.9,2.4,5.3,0.455,1.0,2.6,0.369,2.1,2.8,0.746,0.8,1.2,1.9,1.1,0.8,0.0,1.2,2.0,149,NRFL,0.603,0.545,157.0,0.04,0.066,0.053,0.095,0.151,0.023,0.2,0.175,-2.2,1.5,116.4,101.7,14.7,106.6,14.9,497.0,SG,NRFL,206,NRFL,0,0,0,0,0,1,0,15,0,0.125,0.9,0.7,0.5,14,11,0.56,1.4,0.7,2.1,
155,ALEJANDRO RODRIGUEZ,UDEA,22,23.8,7.9,3.0,6.7,0.453,1.0,3.4,0.297,0.8,1.5,0.531,0.5,2.0,2.6,0.6,0.5,0.1,0.4,1.9,232,UDEA,0.534,0.527,128.1,0.026000000000000002,0.106,0.064,0.049,0.047,0.012,0.5,0.151,0.3,1.2,112.3,107.7,4.6,94.3,11.7,524.0,PF,UDEA,215,UDEA,0,0,0,0,0,0,0,18,0,0.137,1.8,1.4,0.2,9,13,0.409,0.9,0.3,1.2,ALGECIRAS
156,JOVAN STULIC,ISB,28,25.7,7.9,2.8,6.0,0.456,0.8,2.7,0.307,1.5,2.1,0.717,1.1,3.3,4.5,0.6,0.7,0.2,1.4,1.9,217,ISB,0.563,0.524,147.9,0.055,0.152,0.105,0.040999999999999995,0.163,0.015,0.8,0.157,-3.9,1.3,106.3,106.4,-0.1,148.0,12.3,720.0,G,ISB,91,ISB,1,0,0,0,0,0,0,20,0,0.127,0.4,0.5,0.4,13,15,0.464,0.9,0.6,1.5,IRAURGI
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,316.0,SG,CBS,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,316.0,SG,CBS,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,316.0,SG,MAG,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,HUESCA
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,316.0,SG,MAG,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,HUESCA
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,199.0,SG,CBS,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,199.0,SG,CBS,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,199.0,SG,MAG,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,HUESCA
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,226,CBS,0.536,0.506,141.2,0.048,0.165,0.102,0.095,0.13,0.017,0.0,0.142,-0.5,1.2,108.7,114.4,-5.7,76.5,12.1,199.0,SG,MAG,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,HUESCA
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,267,MAG,0.486,0.435,147.7,0.062,0.162,0.10800000000000001,0.07400000000000001,0.131,0.016,0.0,0.155,-1.5,1.1,105.7,110.2,-4.5,37.1,10.5,316.0,SG,CBS,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,267,MAG,0.486,0.435,147.7,0.062,0.162,0.10800000000000001,0.07400000000000001,0.131,0.016,0.0,0.155,-1.5,1.1,105.7,110.2,-4.5,37.1,10.5,316.0,SG,CBS,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,Oca Global - Cbsaloua
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,267,MAG,0.486,0.435,147.7,0.062,0.162,0.10800000000000001,0.07400000000000001,0.131,0.016,0.0,0.155,-1.5,1.1,105.7,110.2,-4.5,37.1,10.5,316.0,SG,MAG,70,CBS,1,0,0,0,0,0,0,17,0,0.151,1.3,0.8,0.3,4,8,0.333,0.5,-0.1,0.3,HUESCA
157,DAVID CUELLAR,CBS,12,26.3,7.8,2.6,6.5,0.397,1.4,4.5,0.315,1.2,1.7,0.7,1.2,3.5,4.7,1.4,0.8,0.0,1.1,1.7,267,MAG,0.486,0.435,147.7,0.062,0.162,0.10800000000000001,0.07400000000000001,0.131,0.016,0.0,0.155,-1.5,1.1,105.7,110.2,-4.5,37.1,10.5,316.0,SG,MAG,277,MAG,0,0,0,0,0,0,0,8,0,0.063,1.0,0.7,0.2,7,8,0.467,0.3,0.0,0.3,HUESCA
